range_m,O
600.0,0.9999933786431534
603.75,0.9999934847953559
607.5,0.999993587910999
611.25,0.9999936881037824
615.0,0.9999937854822174
618.75,0.9999938801499042
622.5,0.9999939722057902
626.25,0.9999940617444159
630.0,0.9999941488561438
633.75,0.9999942336273739
637.5,0.9999943161407485
641.25,0.9999943964753429
645.0,0.9999944747068448
648.75,0.9999945509077254
652.5,0.9999946251473999
656.25,0.9999946974923776
660.0,0.9999947680064054
663.75,0.9999948367506013
667.5,0.9999949037835834
671.25,0.9999949691615877
675.0,0.9999950329385842
678.75,0.9999950951663821
682.5,0.9999951558947319
686.25,0.9999952151714232
690.0,0.9999952730423729
693.75,0.9999953295517138
697.5,0.9999953847418737
701.25,0.9999954386536566
705.0,0.9999954913263113
708.75,0.9999955427976049
712.5,0.999995593103887
716.25,0.999995642280152
720.0,0.9999956903601
723.75,0.999995737376192
727.5,0.999995783359704
731.25,0.9999958283407783
735.0,0.9999958723484716
738.75,0.9999959154108011
742.5,0.9999959575547888
746.25,0.9999959988065024
750.0,0.9999960391910964
753.75,0.9999960787328482
757.5,0.999996117455196
761.25,0.9999961553807714
765.0,0.999996192531434
768.75,0.9999962289283002
772.5,0.9999962645917756
776.25,0.9999962995415812
780.0,0.999996333796782
783.75,0.9999963673758124
787.5,0.9999964002965
791.25,0.9999964325760907
795.0,0.9999964642312701
798.75,0.9999964952781852
802.5,0.999996525732466
806.25,0.9999965556092436
810.0,0.9999965849231699
813.75,0.9999966136884362
817.5,0.9999966419187881
821.25,0.9999966696275455
825.0,0.9999966968276147
828.75,0.9999967235315065
832.5,0.9999967497513483
836.25,0.9999967754989008
840.0,0.9999968007855672
843.75,0.9999968256224103
847.5,0.9999968500201616
851.25,0.9999968739892351
855.0,0.9999968975397359
858.75,0.999996920681474
862.5,0.9999969434239734
866.25,0.9999969657764799
870.0,0.9999969877479753
873.75,0.9999970093471817
877.5,0.9999970305825736
881.25,0.9999970514623846
885.0,0.999997071994616
888.75,0.9999970921870452
892.5,0.999997112047232
896.25,0.9999971315825268
900.0,0.9999971508000772
903.75,0.9999971697068347
907.5,0.9999971883095607
911.25,0.9999972066148334
915.0,0.999997224629053
918.75,0.9999972423584483
922.5,0.9999972598090808
926.25,0.9999972769868519
930.0,0.9999972938975061
933.75,0.9999973105466377
937.5,0.999997326939694
941.25,0.9999973430819801
945.0,0.9999973589786646
948.75,0.9999973746347824
952.5,0.9999973900552398
956.25,0.9999974052448175
960.0,0.9999974202081754
963.75,0.9999974349498552
967.5,0.9999974494742846
971.25,0.9999974637857811
975.0,0.9999974778885544
978.75,0.9999974917867105
982.5,0.9999975054842536
986.25,0.9999975189850902
990.0,0.9999975322930318
993.75,0.999997545411797
997.5,0.9999975583450148
1001.25,0.9999975710962269
1005.0,0.9999975836688902
1008.75,0.9999975960663797
1012.5,0.9999976082919901
1016.25,0.9999976203489387
1020.0,0.9999976322403673
1023.75,0.9999976439693439
1027.5,0.9999976555388659
1031.25,0.9999976669518608
1035.0,0.9999976782111887
1038.75,0.9999976893196447
1042.5,0.9999977002799596
1046.25,0.9999977110948021
1050.0,0.9999977217667815
1053.75,0.9999977322984471
1057.5,0.9999977426922922
1061.25,0.9999977529507538
1065.0,0.999997763076215
1068.75,0.9999977730710062
1072.5,0.9999977829374072
1076.25,0.9999977926776464
1080.0,0.9999978022939053
1083.75,0.9999978117883168
1087.5,0.9999978211629686
1091.25,0.9999978304199026
1095.0,0.9999978395611175
1098.75,0.9999978485885697
1102.5,0.9999978575041729
1106.25,0.9999978663098015
1110.0,0.9999978750072901
1113.75,0.9999978835984346
1117.5,0.9999978920849938
1121.25,0.9999979004686892
1125.0,0.9999979087512076
1128.75,0.9999979169342003
1132.5,0.9999979250192853
1136.25,0.999997933008047
1140.0,0.9999979409020382
1143.75,0.9999979487027796
1147.5,0.9999979564117614
1151.25,0.9999979640304438
1155.0,0.999997971560258
1158.75,0.9999979790026066
1162.5,0.9999979863588642
1166.25,0.9999979936303783
1170.0,0.9999980008184699
1173.75,0.999998007924434
1177.5,0.9999980149495407
1181.25,0.9999980218950347
1185.0,0.9999980287621367
1188.75,0.9999980355520447
1192.5,0.9999980422659329
1196.25,0.9999980489049526
1200.0,0.9999980554702341
1203.75,0.9999980619628861
1207.5,0.9999980683839957
1211.25,0.9999980747346299
1215.0,0.9999980810158355
1218.75,0.9999980872286401
1222.5,0.9999980933740518
1226.25,0.9999980994530601
1230.0,0.999998105466636
1233.75,0.999998111415733
1237.5,0.9999981173012866
1241.25,0.9999981231242159
1245.0,0.9999981288854228
1248.75,0.9999981345857928
1252.5,0.9999981402261953
1256.25,0.9999981458074846
1260.0,0.999998151330499
1263.75,0.9999981567960623
1267.5,0.9999981622049833
1271.25,0.999998167558057
1275.0,0.9999981728560636
1278.75,0.99999817809977
1282.5,0.9999981832899297
1286.25,0.9999981884272825
1290.0,0.999998193512556
1293.75,0.9999981985464649
1297.5,0.9999982035297115
1301.25,0.9999982084629858
1305.0,0.9999982133469663
1308.75,0.9999982181823198
1312.5,0.9999982229697016
1316.25,0.9999982277097559
1320.0,0.9999982324031161
1323.75,0.9999982370504048
1327.5,0.9999982416522343
1331.25,0.9999982462092065
1335.0,0.9999982507219132
1338.75,0.9999982551909363
1342.5,0.9999982596168486
1346.25,0.9999982640002124
1350.0,0.9999982683415822
1353.75,0.9999982726415019
1357.5,0.9999982769005074
1361.25,0.9999982811191256
1365.0,0.9999982852978749
1368.75,0.9999982894372654
1372.5,0.9999982935377987
1376.25,0.9999982975999686
1380.0,0.9999983016242606
1383.75,0.9999983056111535
1387.5,0.9999983095611166
1391.25,0.9999983134746137
1395.0,0.9999983173521003
1398.75,0.9999983211940245
1402.5,0.9999983250008282
1406.25,0.9999983287729456
1410.0,0.9999983325108043
1413.75,0.9999983362148257
1417.5,0.9999983398854242
1421.25,0.9999983435230079
1425.0,0.9999983471279785
1428.75,0.9999983507007321
1432.5,0.9999983542416578
1436.25,0.9999983577511395
1440.0,0.9999983612295554
1443.75,0.9999983646772771
1447.5,0.9999983680946711
1451.25,0.9999983714820988
1455.0,0.9999983748399154
1458.75,0.999998378168471
1462.5,0.9999983814681112
1466.25,0.9999983847391751
1470.0,0.9999983879819979
1473.75,0.9999983911969097
1477.5,0.9999983943842353
1481.25,0.999998397544295
1485.0,0.9999984006774041
1488.75,0.9999984037838737
1492.5,0.9999984068640104
1496.25,0.999998409918116
1500.0,0.999998412946488
1503.75,0.9999984159494197
1507.5,0.9999984189272006
1511.25,0.9999984218801153
1515.0,0.9999984248084446
1518.75,0.9999984277124656
1522.5,0.9999984305924511
1526.25,0.9999984334486701
1530.0,0.999998436281388
1533.75,0.9999984390908662
1537.5,0.9999984418773626
1541.25,0.9999984446411317
1545.0,0.9999984473824239
1548.75,0.9999984501014865
1552.5,0.9999984527985631
1556.25,0.9999984554738944
1560.0,0.9999984581277171
1563.75,0.9999984607602656
1567.5,0.9999984633717699
1571.25,0.9999984659624578
1575.0,0.9999984685325536
1578.75,0.9999984710822788
1582.5,0.9999984736118515
1586.25,0.9999984761214866
1590.0,0.9999984786113975
1593.75,0.999998481081793
1597.5,0.9999984835328805
1601.25,0.9999984859648633
1605.0,0.9999984883779437
1608.75,0.9999984907723193
1612.5,0.9999984931481867
1616.25,0.9999984955057388
1620.0,0.999998497845167
1623.75,0.9999985001666591
1627.5,0.9999985024704017
1631.25,0.9999985047565774
1635.0,0.9999985070253679
1638.75,0.9999985092769513
1642.5,0.9999985115115044
1646.25,0.9999985137292015
1650.0,0.9999985159302137
1653.75,0.9999985181147112
1657.5,0.9999985202828612
1661.25,0.9999985224348295
1665.0,0.9999985245707785
1668.75,0.99999852669087
1672.5,0.9999985287952626
1676.25,0.9999985308841137
1680.0,0.9999985329575786
1683.75,0.9999985350158097
1687.5,0.9999985370589588
1691.25,0.9999985390871751
1695.0,0.999998541100606
1698.75,0.9999985430993972
1702.5,0.9999985450836922
1706.25,0.9999985470536334
1710.0,0.9999985490093607
1713.75,0.9999985509510131
1717.5,0.9999985528787271
1721.25,0.9999985547926378
1725.0,0.999998556692879
1728.75,0.9999985585795822
1732.5,0.9999985604528782
1736.25,0.999998562312895
1740.0,0.9999985641597602
1743.75,0.9999985659935992
1747.5,0.9999985678145362
1751.25,0.9999985696226937
1755.0,0.9999985714181928
1758.75,0.9999985732011534
1762.5,0.9999985749716934
1766.25,0.9999985767299298
1770.0,0.9999985784759781
1773.75,0.9999985802099522
1777.5,0.9999985819319649
1781.25,0.9999985836421278
1785.0,0.9999985853405507
1788.75,0.9999985870273427
1792.5,0.9999985887026112
1796.25,0.9999985903664622
1800.0,0.9999985920190014
1803.75,0.999998593660332
1807.5,0.9999985952905569
1811.25,0.9999985969097775
1815.0,0.999998598518094
1818.75,0.9999986001156057
1822.5,0.9999986017024104
1826.25,0.9999986032786049
1830.0,0.9999986048442853
1833.75,0.9999986063995457
1837.5,0.9999986079444803
1841.25,0.9999986094791812
1845.0,0.99999861100374
1848.75,0.9999986125182472
1852.5,0.9999986140227921
1856.25,0.9999986155174633
1860.0,0.9999986170023484
1863.75,0.9999986184775332
1867.5,0.999998619943104
1871.25,0.9999986213991447
1875.0,0.9999986228457394
1878.75,0.9999986242829704
1882.5,0.9999986257109197
1886.25,0.9999986271296681
1890.0,0.9999986285392957
1893.75,0.9999986299398813
1897.5,0.9999986313315032
1901.25,0.9999986327142394
1905.0,0.9999986340881656
1908.75,0.9999986354533582
1912.5,0.9999986368098913
1916.25,0.9999986381578397
1920.0,0.9999986394972765
1923.75,0.999998640828274
1927.5,0.9999986421509042
1931.25,0.9999986434652376
1935.0,0.9999986447713449
1938.75,0.999998646069295
1942.5,0.9999986473591572
1946.25,0.9999986486409992
1950.0,0.9999986499148881
1953.75,0.9999986511808907
1957.5,0.9999986524390724
1961.25,0.999998653689499
1965.0,0.9999986549322343
1968.75,0.9999986561673426
1972.5,0.9999986573948867
1976.25,0.9999986586149292
1980.0,0.999998659827532
1983.75,0.9999986610327559
1987.5,0.9999986622306618
1991.25,0.9999986634213093
1995.0,0.9999986646047581
1998.75,0.9999986657810663
2002.5,0.9999986669502925
2006.25,0.9999986681124939
2010.0,0.9999986692677277
2013.75,0.9999986704160498
2017.5,0.9999986715575162
2021.25,0.9999986726921819
2025.0,0.9999986738201018
2028.75,0.9999986749413295
2032.5,0.999998676055919
2036.25,0.9999986771639229
2040.0,0.9999986782653936
2043.75,0.9999986793603837
2047.5,0.9999986804489436
2051.25,0.9999986815311246
2055.0,0.9999986826069773
2058.75,0.9999986836765514
2062.5,0.9999986847398964
2066.25,0.9999986857970607
2070.0,0.9999986868480932
2073.75,0.9999986878930417
2077.5,0.999998688931954
2081.25,0.9999986899648761
2085.0,0.9999986909918553
2088.75,0.9999986920129376
2092.5,0.9999986930281686
2096.25,0.9999986940375932
2100.0,0.9999986950412564
2103.75,0.9999986960392023
2107.5,0.999998697031475
2111.25,0.9999986980181177
2115.0,0.9999986989991738
2118.75,0.9999986999746857
2122.5,0.9999987009446955
2126.25,0.999998701909245
2130.0,0.9999987028683757
2133.75,0.9999987038221285
2137.5,0.9999987047705441
2141.25,0.9999987057136628
2145.0,0.9999987066515242
2148.75,0.9999987075841683
2152.5,0.9999987085116333
2156.25,0.9999987094339587
2160.0,0.9999987103511827
2163.75,0.9999987112633428
2167.5,0.9999987121704774
2171.25,0.9999987130726233
2175.0,0.9999987139698174
2178.75,0.9999987148620966
2182.5,0.9999987157494967
2186.25,0.9999987166320543
2190.0,0.9999987175098044
2193.75,0.9999987183827825
2197.5,0.9999987192510236
2201.25,0.9999987201145621
2205.0,0.9999987209734323
2208.75,0.9999987218276682
2212.5,0.9999987226773037
2216.25,0.9999987235223717
2220.0,0.9999987243629057
2223.75,0.9999987251989384
2227.5,0.9999987260305018
2231.25,0.9999987268576286
2235.0,0.9999987276803501
2238.75,0.9999987284986986
2242.5,0.9999987293127046
2246.25,0.9999987301223998
2250.0,0.9999987309278145
2253.75,0.999998731728979
2257.5,0.9999987325259242
2261.25,0.9999987333186794
2265.0,0.9999987341072745
2268.75,0.9999987348917387
2272.5,0.9999987356721014
2276.25,0.9999987364483911
2280.0,0.9999987372206365
2283.75,0.9999987379888661
2287.5,0.9999987387531079
2291.25,0.9999987395133897
2295.0,0.9999987402697393
2298.75,0.9999987410221839
2302.5,0.9999987417707507
2306.25,0.9999987425154665
2310.0,0.9999987432563582
2313.75,0.9999987439934518
2317.5,0.9999987447267739
2321.25,0.9999987454563501
2325.0,0.9999987461822064
2328.75,0.9999987469043683
2332.5,0.999998747622861
2336.25,0.9999987483377095
2340.0,0.9999987490489389
2343.75,0.9999987497565739
2347.5,0.9999987504606385
2351.25,0.9999987511611573
2355.0,0.9999987518581541
2358.75,0.9999987525516529
2362.5,0.9999987532416774
2366.25,0.9999987539282505
2370.0,0.9999987546113961
2373.75,0.9999987552911368
2377.5,0.9999987559674954
2381.25,0.9999987566404948
2385.0,0.999998757310157
2388.75,0.9999987579765045
2392.5,0.9999987586395596
2396.25,0.9999987592993439
2400.0,0.999998759955879
2403.75,0.9999987606091869
2407.5,0.9999987612592883
2411.25,0.9999987619062046
2415.0,0.999998762549957
2418.75,0.9999987631905664
2422.5,0.9999987638280528
2426.25,0.9999987644624374
2430.0,0.9999987650937399
2433.75,0.9999987657219807
2437.5,0.9999987663471795
2441.25,0.9999987669693566
2445.0,0.9999987675885316
2448.75,0.9999987682047233
2452.5,0.9999987688179518
2456.25,0.9999987694282358
2460.0,0.9999987700355946
2463.75,0.9999987706400466
2467.5,0.9999987712416109
2471.25,0.9999987718403059
2475.0,0.9999987724361501
2478.75,0.9999987730291616
2482.5,0.9999987736193587
2486.25,0.9999987742067591
2490.0,0.9999987747913809
2493.75,0.9999987753732413
2497.5,0.9999987759523583
2501.25,0.9999987765287491
2505.0,0.9999987771024312
2508.75,0.999998777673421
2512.5,0.9999987782417362
2516.25,0.9999987788073934
2520.0,0.9999987793704093
2523.75,0.9999987799308004
2527.5,0.9999987804885831
2531.25,0.9999987810437743
2535.0,0.9999987815963891
2538.75,0.9999987821464444
2542.5,0.9999987826939559
2546.25,0.9999987832389396
2550.0,0.9999987837814107
2553.75,0.9999987843213852
2557.5,0.9999987848588785
2561.25,0.9999987853939056
2565.0,0.999998785926482
2568.75,0.9999987864566227
2572.5,0.9999987869843426
2576.25,0.9999987875096565
2580.0,0.9999987880325797
2583.75,0.9999987885531261
2587.5,0.9999987890713105
2591.25,0.9999987895871472
2595.0,0.9999987901006506
2598.75,0.9999987906118349
2602.5,0.9999987911207139
2606.25,0.9999987916273021
2610.0,0.9999987921316127
2613.75,0.99999879263366
2617.5,0.9999987931334575
2621.25,0.9999987936310183
2625.0,0.9999987941263565
2628.75,0.9999987946194854
2632.5,0.9999987951104178
2636.25,0.9999987955991666
2640.0,0.9999987960857457
2643.75,0.9999987965701673
2647.5,0.9999987970524451
2651.25,0.9999987975325908
2655.0,0.9999987980106178
2658.75,0.9999987984865383
2662.5,0.9999987989603648
2666.25,0.9999987994321098
2670.0,0.9999987999017855
2673.75,0.9999988003694044
2677.5,0.999998800834978
2681.25,0.9999988012985187
2685.0,0.9999988017600384
2688.75,0.999998802219549
2692.5,0.9999988026770621
2696.25,0.999998803132589
2700.0,0.999998803586142
2703.75,0.9999988040377323
2707.5,0.999998804487371
2711.25,0.99999880493507
2715.0,0.99999880538084
2718.75,0.9999988058246925
2722.5,0.9999988062666381
2726.25,0.9999988067066883
2730.0,0.999998807144854
2733.75,0.9999988075811458
2737.5,0.9999988080155745
2741.25,0.9999988084481508
2745.0,0.9999988088788854
2748.75,0.999998809307789
2752.5,0.9999988097348714
2756.25,0.9999988101601437
2760.0,0.9999988105836155
2763.75,0.9999988110052977
2767.5,0.9999988114252002
2771.25,0.9999988118433328
2775.0,0.9999988122597061
2778.75,0.9999988126743296
2782.5,0.9999988130872132
2786.25,0.9999988134983667
2790.0,0.9999988139078001
2793.75,0.9999988143155226
2797.5,0.9999988147215444
2801.25,0.9999988151258745
2805.0,0.9999988155285225
2808.75,0.9999988159294979
2812.5,0.9999988163288097
2816.25,0.9999988167264678
2820.0,0.9999988171224807
2823.75,0.999998817516858
2827.5,0.9999988179096088
2831.25,0.9999988183007416
2835.0,0.9999988186902659
2838.75,0.9999988190781902
2842.5,0.9999988194645233
2846.25,0.9999988198492743
2850.0,0.9999988202324517
2853.75,0.9999988206140642
2857.5,0.9999988209941202
2861.25,0.9999988213726283
2865.0,0.9999988217495971
2868.75,0.9999988221250349
2872.5,0.99999882249895
2876.25,0.9999988228713507
2880.0,0.9999988232422453
2883.75,0.9999988236116418
2887.5,0.9999988239795486
2891.25,0.9999988243459735
2895.0,0.9999988247109249
2898.75,0.9999988250744102
2902.5,0.9999988254364375
2906.25,0.9999988257970148
2910.0,0.9999988261561498
2913.75,0.9999988265138503
2917.5,0.999998826870124
2921.25,0.9999988272249785
2925.0,0.9999988275784211
2928.75,0.9999988279304596
2932.5,0.9999988282811018
2936.25,0.9999988286303545
2940.0,0.9999988289782252
2943.75,0.9999988293247217
2947.5,0.999998829669851
2951.25,0.9999988300136204
2955.0,0.9999988303560369
2958.75,0.9999988306971078
2962.5,0.9999988310368402
2966.25,0.999998831375241
2970.0,0.9999988317123174
2973.75,0.9999988320480762
2977.5,0.9999988323825244
2981.25,0.9999988327156688
2985.0,0.9999988330475162
2988.75,0.9999988333780735
2992.5,0.9999988337073473
2996.25,0.9999988340353444
3000.0,0.9999988343620714
3003.75,0.9999988346875348
3007.5,0.999998835011741
3011.25,0.9999988353346971
3015.0,0.9999988356564091
3018.75,0.9999988359768833
3022.5,0.9999988362961265
3026.25,0.9999988366141449
3030.0,0.9999988369309446
3033.75,0.999998837246532
3037.5,0.9999988375609133
3041.25,0.9999988378740949
3045.0,0.9999988381860827
3048.75,0.9999988384968828
3052.5,0.9999988388065014
3056.25,0.9999988391149445
3060.0,0.9999988394222177
3063.75,0.9999988397283274
3067.5,0.9999988400332797
3071.25,0.9999988403370799
3075.0,0.9999988406397341
3078.75,0.9999988409412479
3082.5,0.9999988412416276
3086.25,0.9999988415408783
3090.0,0.9999988418390062
3093.75,0.9999988421360164
3097.5,0.9999988424319151
3101.25,0.9999988427267072
3105.0,0.9999988430203989
3108.75,0.9999988433129957
3112.5,0.9999988436045024
3116.25,0.9999988438949252
3120.0,0.999998844184269
3123.75,0.9999988444725392
3127.5,0.9999988447597415
3131.25,0.999998845045881
3135.0,0.9999988453309628
3138.75,0.9999988456149925
3142.5,0.9999988458979749
3146.25,0.9999988461799156
3150.0,0.9999988464608194
3153.75,0.9999988467406916
3157.5,0.999998847019537
3161.25,0.9999988472973612
3165.0,0.9999988475741688
3168.75,0.9999988478499645
3172.5,0.999998848124754
3176.25,0.9999988483985417
3180.0,0.9999988486713327
3183.75,0.9999988489431317
3187.5,0.9999988492139438
3191.25,0.9999988494837735
3195.0,0.9999988497526259
3198.75,0.9999988500205053
3202.5,0.999998850287417
3206.25,0.999998850553365
3210.0,0.9999988508183545
3213.75,0.99999885108239
3217.5,0.9999988513454758
3221.25,0.9999988516076173
3225.0,0.999998851868818
3228.75,0.9999988521290829
3232.5,0.9999988523884168
3236.25,0.9999988526468236
3240.0,0.999998852904308
3243.75,0.9999988531608746
3247.5,0.9999988534165275
3251.25,0.9999988536712713
3255.0,0.9999988539251101
3258.75,0.9999988541780481
3262.5,0.9999988544300901
3266.25,0.9999988546812397
3270.0,0.9999988549315019
3273.75,0.99999885518088
3277.5,0.9999988554293789
3281.25,0.9999988556770026
3285.0,0.9999988559237553
3288.75,0.9999988561696405
3292.5,0.999998856414663
3296.25,0.9999988566588266
3300.0,0.9999988569021353
3303.75,0.9999988571445929
3307.5,0.9999988573862039
3311.25,0.9999988576269717
3315.0,0.9999988578669008
3318.75,0.999998858105995
3322.5,0.9999988583442577
3326.25,0.9999988585816931
3330.0,0.9999988588183053
3333.75,0.9999988590540976
3337.5,0.9999988592890744
3341.25,0.999998859523239
3345.0,0.9999988597565952
3348.75,0.9999988599891471
3352.5,0.999998860220898
3356.25,0.9999988604518519
3360.0,0.9999988606820122
3363.75,0.9999988609113829
3367.5,0.9999988611399674
3371.25,0.9999988613677694
3375.0,0.9999988615947922
3378.75,0.9999988618210398
3382.5,0.9999988620465154
3386.25,0.9999988622712227
3390.0,0.9999988624951651
3393.75,0.9999988627183463
3397.5,0.9999988629407696
3401.25,0.9999988631624385
3405.0,0.9999988633833564
3408.75,0.9999988636035267
3412.5,0.9999988638229529
3416.25,0.9999988640416382
3420.0,0.999998864259586
3423.75,0.9999988644767999
3427.5,0.9999988646932825
3431.25,0.9999988649090379
3435.0,0.9999988651240689
3438.75,0.999998865338379
3442.5,0.9999988655519714
3446.25,0.999998865764849
3450.0,0.9999988659770155
3453.75,0.9999988661884736
3457.5,0.9999988663992269
3461.25,0.9999988666092783
3465.0,0.999998866818631
3468.75,0.9999988670272881
3472.5,0.9999988672352528
3476.25,0.9999988674425278
3480.0,0.9999988676491165
3483.75,0.9999988678550219
3487.5,0.9999988680602471
3491.25,0.9999988682647949
3495.0,0.9999988684686685
3498.75,0.9999988686718707
3502.5,0.9999988688744045
3506.25,0.999998869076273
3510.0,0.999998869277479
3513.75,0.9999988694780254
3517.5,0.999998869677915
3521.25,0.999998869877151
3525.0,0.9999988700757361
3528.75,0.9999988702736728
3532.5,0.9999988704709644
3536.25,0.9999988706676135
3540.0,0.9999988708636234
3543.75,0.999998871058996
3547.5,0.9999988712537345
3551.25,0.9999988714478417
3555.0,0.9999988716413205
3558.75,0.9999988718341736
3562.5,0.999998872026403
3566.25,0.9999988722180123
3570.0,0.9999988724090039
3573.75,0.9999988725993801
3577.5,0.999998872789144
3581.25,0.9999988729782981
3585.0,0.999998873166845
3588.75,0.9999988733547873
3592.5,0.9999988735421278
3596.25,0.9999988737288688
3600.0,0.9999988739150127
3603.75,0.9999988741005625
3607.5,0.9999988742855206
3611.25,0.9999988744698896
3615.0,0.9999988746536715
3618.75,0.9999988748368697
3622.5,0.9999988750194859
3626.25,0.9999988752015229
3630.0,0.9999988753829833
3633.75,0.999998875563869
3637.5,0.9999988757441831
3641.25,0.9999988759239277
3645.0,0.999998876103105
3648.75,0.9999988762817177
3652.5,0.9999988764597681
3656.25,0.9999988766372586
3660.0,0.9999988768141916
3663.75,0.9999988769905694
3667.5,0.9999988771663944
3671.25,0.9999988773416685
3675.0,0.9999988775163946
3678.75,0.9999988776905746
3682.5,0.9999988778642108
3686.25,0.9999988780373059
3690.0,0.9999988782098616
3693.75,0.9999988783818805
3697.5,0.9999988785533647
3701.25,0.9999988787243165
3705.0,0.999998878894738
3708.75,0.9999988790646315
3712.5,0.9999988792339992
3716.25,0.9999988794028432
3720.0,0.9999988795711657
3723.75,0.9999988797389688
3727.5,0.9999988799062549
3731.25,0.9999988800730258
3735.0,0.9999988802392837
3738.75,0.999998880405031
3742.5,0.9999988805702694
3746.25,0.9999988807350012
3750.0,0.9999988808992285
3753.75,0.9999988810629533
3757.5,0.9999988812261776
3761.25,0.9999988813889036
3765.0,0.9999988815511333
3768.75,0.9999988817128684
3772.5,0.9999988818741115
3776.25,0.9999988820348641
3780.0,0.9999988821951286
3783.75,0.9999988823549066
3787.5,0.9999988825142003
3791.25,0.9999988826730116
3795.0,0.9999988828313425
3798.75,0.999998882989195
3802.5,0.9999988831465709
3806.25,0.9999988833034722
3810.0,0.9999988834599007
3813.75,0.9999988836158585
3817.5,0.9999988837713475
3821.25,0.9999988839263694
3825.0,0.9999988840809261
3828.75,0.9999988842350196
3832.5,0.9999988843886517
3836.25,0.9999988845418242
3840.0,0.9999988846945389
3843.75,0.9999988848467978
3847.5,0.9999988849986028
